SETTLEMENTDATE,RRP,Renewable_MW
2023-01-01,66.2400205226481,1113.2621566062717
2023-01-02,74.74924607638889,1177.9857817118054
2023-01-03,75.83132732638889,1136.1759804965277
2023-01-04,96.27287545138888,1108.6442884618054
2023-01-05,86.44951888888889,725.7774953506945
2023-01-06,67.4011726388889,1135.0066120659721
2023-01-07,46.77665159722223,1161.9147933368056
2023-01-08,53.71135399305555,1077.2926619756945
2023-01-09,103.82674194444445,1023.949764875
2023-01-10,91.96950652777778,997.4796032569443
2023-01-11,108.12710288194445,875.3593942534721
2023-01-12,111.98031430555555,792.3643714513888
2023-01-13,131.70266437499998,827.0117742291667
2023-01-14,99.06783812500001,889.6219087048611
2023-01-15,69.90864822916666,889.6642671875001
2023-01-16,105.48207774305556,890.5564553055556
2023-01-17,95.26187937499999,1118.3974666493057
2023-01-18,64.7138596875,1130.6630181006944
2023-01-19,64.16526350694444,1274.466069638889
2023-01-20,61.94125489583333,1233.0322354791667
2023-01-21,53.314473125,1323.4675263645834
2023-01-22,70.19376364583334,1192.2845654340279
2023-01-23,104.34473881944444,1183.6500254027778
2023-01-24,112.44109506944444,1111.844475107639
2023-01-25,119.47742847222223,1129.7641922743055
2023-01-26,177.41995270833334,1165.4469864444445
2023-01-27,118.52366072916668,906.9137713055555
2023-01-28,109.63061559027777,1158.5550370555554
2023-01-29,110.68101684027778,1254.7631771145834
2023-01-30,130.4084976388889,1165.1398223368055
2023-01-31,285.6676499652778,941.7550890902777
2023-02-01,152.2821650347222,908.8307142395834
2023-02-02,135.27735760416667,1009.4287820243056
2023-02-03,133.96996270440252,952.2217948396226
2023-02-04,94.02092857638888,835.7747258229167
2023-02-05,89.72948274305556,1084.4472493333333
2023-02-06,110.61362461805555,1288.9397841840278
2023-02-07,101.99352486111111,1201.4117656666667
2023-02-08,89.01085534722222,1293.943574875
2023-02-09,101.30725482638888,1072.8568700798612
2023-02-10,83.44209399305555,1283.6504969236112
2023-02-11,62.02787552083333,1113.9597234375
2023-02-12,84.69738458333333,1404.1143423784722
2023-02-13,113.05350774305556,1323.4289934722224
2023-02-14,95.20303340277778,1070.0705345243055
2023-02-15,77.33400128472222,1181.23275953125
2023-02-16,90.57914149305556,1280.8621419097224
2023-02-17,80.4016396875,1132.591007951389
2023-02-18,81.08223190972222,1088.9128250833335
2023-02-19,87.75711579861111,1112.7839614097222
2023-02-20,114.95211944444443,1027.6656224618055
2023-02-21,89.13892947916666,1004.5831219652778
2023-02-22,66.6889778125,1077.52265840625
2023-02-23,62.672586388888895,1145.0856352743056
2023-02-24,51.90612677083333,1252.2975304895833
2023-02-25,31.69116329861111,1302.8619871215278
2023-02-26,48.824793472222225,1064.582866579861
2023-02-27,85.78644215277778,1074.7275031006945
2023-02-28,79.96329454861112,1104.3002351145833
2023-03-01,205.4366488888889,984.8442129826389
2023-03-02,103.27655083333333,977.803898079861
2023-03-03,81.68492177083334,960.5456961909723
2023-03-04,75.75841118055556,1005.3566927812501
2023-03-05,59.18755041666667,1187.4968947881944
2023-03-06,83.48510413194444,1153.7835479027779
2023-03-07,83.65491083333333,872.4049054583334
2023-03-08,83.66426659722222,611.61264321875
2023-03-09,101.58703309027777,531.3507184965279
2023-03-10,96.05959065972223,788.4765325659722
2023-03-11,96.69441642361112,854.553510892361
2023-03-12,94.27145159722221,756.0961162916667
2023-03-13,106.41221142361111,806.5862404756945
2023-03-14,115.60743798611111,999.8572059270833
2023-03-15,113.60337243055557,864.4707866875001
2023-03-16,523.8848385416667,885.6446021423611
2023-03-17,288.550150625,1073.6445408333334
2023-03-18,94.99451569444444,1272.7860849687502
2023-03-19,127.83952975694446,1321.34012459375
2023-03-20,75.50830996527777,1179.7921429131943
2023-03-21,66.83018409722223,1209.2887885347222
2023-03-22,85.51812072916667,914.7263753645833
2023-03-23,69.65451625,1115.256852590278
2023-03-24,85.72066277777778,1001.8397980659722
2023-03-25,77.74545527777778,1220.4499008784724
2023-03-26,91.44243388888889,1194.0218608645835
2023-03-27,152.8332828125,1042.0501075902778
2023-03-28,231.79430625,847.4434517534722
2023-03-29,149.4895850347222,674.1955219340277
2023-03-30,116.25993597222221,862.7340733854167
2023-03-31,76.82019486111112,1004.3204480416666
2023-04-01,155.11489482638888,645.0140611041667
2023-04-02,116.36121368055557,844.2942624027778
2023-04-03,137.11770711805556,971.9134603680554
2023-04-04,152.78836340277778,980.7628378784723
2023-04-05,187.63072131944443,1075.858194482639
2023-04-06,107.71327934027778,953.9347422326389
2023-04-07,84.76824829861111,1009.9336343576389
2023-04-08,31.239558541666668,830.1749183263888
2023-04-09,24.540020659722224,968.6407372430555
2023-04-10,62.17069336805556,919.3094646215278
2023-04-11,102.33768093750001,1133.5858636006944
2023-04-12,182.81074243055556,1044.3923622361112
2023-04-13,90.94474086805556,1248.8970040763888
2023-04-14,87.51818447916668,1088.44599909375
2023-04-15,87.16134631944445,1122.9558949340278
2023-04-16,123.30844986111111,936.6210401631945
2023-04-17,137.6794532986111,851.8426004131944
2023-04-18,107.39490156250001,1058.85000309375
2023-04-19,133.16102309027778,1113.2294367222223
2023-04-20,118.12381270833333,1120.5619395520835
2023-04-21,117.89381663194445,1291.9661163333333
2023-04-22,65.95009739583332,1257.9735094722223
2023-04-23,64.50938708333334,1174.1891621875
2023-04-24,84.58867402777778,1339.356433638889
2023-04-25,81.381221875,1234.207812798611
2023-04-26,91.72632385416667,1259.363229190972
2023-04-27,96.1257373263889,1236.770750704861
2023-04-28,117.61923399305556,1206.915910875
2023-04-29,171.27085347222223,905.4857516388888
2023-04-30,176.96430850694443,881.0218915972223
2023-05-01,137.72464399305557,1059.5367225069444
2023-05-02,140.08483493055553,909.9529348090277
2023-05-03,102.94228208333334,1082.8584539340277
2023-05-04,130.0411926388889,1141.7309895902777
2023-05-05,133.14834420138888,1177.252032503472
2023-05-06,134.44415340277777,992.9928907708332
2023-05-07,114.45978746527778,971.2838449166666
2023-05-08,84.48355451388889,1354.3245086875002
2023-05-09,125.19743861111111,1218.3608509826388
2023-05-10,160.98980454861112,1157.9088009270833
2023-05-11,128.25935437500002,1296.8964594756944
2023-05-12,152.0600942361111,1233.70513365625
2023-05-13,121.1189901388889,1261.6673848194446
2023-05-14,127.47482413194444,1116.8953925347223
2023-05-15,159.05918715277778,926.6536671006945
2023-05-16,193.804735625,793.7273228993056
2023-05-17,201.35943090277777,1004.7665216423611
2023-05-18,143.2352826736111,1014.3482431493056
2023-05-19,146.8491540277778,1074.9972906666667
2023-05-20,185.27772677083334,1082.5683016423611
2023-05-21,82.90603770833333,1228.3554618229166
2023-05-22,149.49401430555557,1176.7748130868056
2023-05-23,209.2819670138889,1061.6113767569445
2023-05-24,477.35737763888886,1012.5820956458333
2023-05-25,346.266705,946.5712366701389
2023-05-26,120.58215614583332,1207.1465581840278
2023-05-27,190.2300444097222,1137.582161892361
2023-05-28,88.54871506944444,1070.8907277256944
2023-05-29,109.09840322916666,1192.038139982639
2023-05-30,397.80309375,1119.5893205
2023-05-31,118.6996382986111,826.2902454895834
2023-06-01,113.51300003472221,945.9726553576389
2023-06-02,118.25353722222222,1025.8644919375
2023-06-03,96.50261611111111,848.7404390277777
2023-06-04,86.81523204861111,848.8337325
2023-06-05,89.73508277777778,963.2935539756945
2023-06-06,96.37074958333334,1081.368084315972
2023-06-07,79.81475513888888,990.8881899826388
2023-06-08,96.93289822916667,897.5583261284722
2023-06-09,82.60517666666667,848.7022893298612
2023-06-10,81.8054484375,989.4357223541667
2023-06-11,93.36935854166667,868.2114050798612
2023-06-12,296.1031298958333,851.0010645381944
2023-06-13,106.68995552083334,777.59041434375
2023-06-14,63.837493645833334,876.467017107639
2023-06-15,68.2831417361111,930.7421061944444
2023-06-16,75.8886275,948.6865699826388
2023-06-17,93.35700524305555,819.1342833333333
2023-06-18,72.88895277777777,800.9767385486111
2023-06-19,194.989495625,827.43880109375
2023-06-20,134.89191375000001,981.0376739444445
2023-06-21,190.80706895833333,1005.7392997604168
2023-06-22,120.3454565625,853.1520212465279
2023-06-23,85.93233125,970.9551483229166
2023-06-24,68.46185402777778,921.8139802847222
2023-06-25,64.27110552083333,965.8151075694445
2023-06-26,77.02921552083333,1054.1910108541667
2023-06-27,76.80668447916668,948.2725504965279
2023-06-28,95.98096472222223,897.8322003854167
2023-06-29,87.40914631944445,901.0635546423612
2023-06-30,68.89206930555555,1224.1786240659721
2023-07-01,113.20204305555555,1043.2638763611112
2023-07-02,94.0288232638889,971.4054275729167
2023-07-03,159.7448087152778,749.8110703819444
2023-07-04,148.7339142361111,566.07291909375
2023-07-05,87.47990826388889,673.8421236354167
2023-07-06,79.49433052083333,746.3951700416667
2023-07-07,41.95875288194444,1061.2787929756944
2023-07-08,39.501043645833334,1143.153402513889
2023-07-09,44.04279586805555,1170.4555227013889
2023-07-10,58.84538798611111,1135.5536456284722
2023-07-11,78.67770572916668,997.0878209236112
2023-07-12,71.56593482638888,997.1524169513889
2023-07-13,68.05696697916667,1099.5362253784724
2023-07-14,42.34514625,1201.7322488125
2023-07-15,62.456042777777775,1022.2520649444444
2023-07-16,69.74719295138888,920.8249792256944
2023-07-17,94.30753788194444,975.3293905277777
2023-07-18,82.76971097222221,722.3276452534723
2023-07-19,64.00634590277778,1025.8692365833333
2023-07-20,56.48377986111112,1001.3725413888889
2023-07-21,82.21534899305556,891.3891147743055
2023-07-22,57.28138649305556,944.5961679965278
2023-07-23,78.0085357986111,852.3747077569444
2023-07-24,114.85852829861112,756.6911548541667
2023-07-25,100.80396743055556,1205.2903751770834
2023-07-26,99.51244204861112,1223.131415784722
2023-07-27,71.26250861111112,1032.3939849479166
2023-07-28,71.5321965625,976.965661326389
2023-07-29,56.70901895833333,991.8123201354166
2023-07-30,41.585509340277774,827.611474045139
2023-07-31,64.29343784722222,1014.3390524062501
2023-08-01,150.3069328125,1017.2886372048611
2023-08-02,74.78791034722222,1271.6434726145833
2023-08-03,50.21067277777777,1261.3088232881944
2023-08-04,44.11952854166667,1259.575285513889
2023-08-05,43.581006423611115,1124.1968782534723
2023-08-06,69.37386232638889,1244.577460857639
2023-08-07,81.03189350694444,1168.379610704861
2023-08-08,95.45728795138888,1216.1462630173612
2023-08-09,55.844946354166666,1213.9129597951387
2023-08-10,84.39517288194445,1065.9246899409723
2023-08-11,52.384317395833335,942.9919489409723
2023-08-12,47.78972684027778,943.5565362083333
2023-08-13,52.04571673611111,950.9590787256943
2023-08-14,93.68852628472222,1123.33123859375
2023-08-15,134.09355791666667,1291.413813267361
2023-08-16,101.62013177083332,957.9758689826389
2023-08-17,95.70982635416667,1127.227638892361
2023-08-18,61.491960937500004,1041.8576813194443
2023-08-19,27.05934402777778,1153.8180504270833
2023-08-20,57.31844243055556,1132.5872990243056
2023-08-21,70.14293774305555,1046.904388673611
2023-08-22,68.82866409722222,1036.1288130173612
2023-08-23,60.83995923611111,1218.0421962083335
2023-08-24,51.663643541666666,1247.7131416284722
2023-08-25,49.743188368055556,1284.0510559722222
2023-08-26,42.895861840277774,1387.54882078125
2023-08-27,42.588614201388886,1241.01358925
2023-08-28,74.80941184027778,1242.8020781145833
2023-08-29,55.76975506944444,1245.4694238055554
2023-08-30,62.876465,1149.9032983541665
2023-08-31,44.07916059027778,1026.4267066701389
2023-09-01,60.20341194444445,1082.2801849027778
2023-09-02,52.258778854166664,1104.1895413611112
2023-09-03,38.52272979166666,1227.7749326041667
2023-09-04,182.93339170138887,1320.213061392361
2023-09-05,44.89839833333333,1015.0035451736112
2023-09-06,123.62300604166666,1000.794723111111
2023-09-07,52.82846753472222,1132.2416222638888
2023-09-08,57.799848125000004,1082.1317087916666
2023-09-09,36.304606319444446,1118.2634863333333
2023-09-10,48.536735972222225,1216.881763246528
2023-09-11,76.209311875,1424.6067625104167
2023-09-12,65.26245267361111,1385.5901133055554
2023-09-13,65.93735295138889,1188.1069686701387
2023-09-14,39.6132253125,1257.3833908125
2023-09-15,29.366615729166668,1192.3893424201387
2023-09-16,24.614890312500002,871.1463563888889
2023-09-17,34.320632638888895,961.854320204861
2023-09-18,54.387748125,1238.7634257881944
2023-09-19,45.66417701388889,1388.7467271805554
2023-09-20,38.803973506944445,1247.6014495868055
2023-09-21,46.88053934027778,1339.8480606458334
2023-09-22,43.495671388888894,1529.428865565972
2023-09-23,28.59825027777778,1474.783823017361
2023-09-24,25.9544978125,1250.0079667500002
2023-09-25,32.20231315972222,1345.4717270555554
2023-09-26,36.76421197916667,1232.8189981840278
2023-09-27,35.68290736111111,1175.4075415520833
2023-09-28,42.360044027777775,1255.1535382430554
2023-09-29,32.60857836805556,1312.5875558819444
2023-09-30,26.61954017361111,1090.8157572847222
2023-10-01,10.651291388888888,1003.9355325520834
2023-10-02,23.759605277777776,1125.4362745416665
2023-10-03,49.040035277777775,1442.1364890590278
2023-10-04,67.55567802083334,1415.8112318993055
2023-10-05,42.96284680555556,993.9788566493056
2023-10-06,27.243995520833334,1193.1139944930555
2023-10-07,38.962267743055556,1448.64247934375
2023-10-08,33.62358392361111,1331.8648392743055
2023-10-09,32.07903357638889,1290.4366417118056
2023-10-10,40.28928326388889,989.1520744652777
2023-10-11,33.548394270833334,1058.609601152778
2023-10-12,18.692693819444443,1178.800355607639
2023-10-13,16.03481607638889,1327.7742960520834
2023-10-14,16.510363784722223,1188.4018750694445
2023-10-15,29.425696423611114,1191.2989972465277
2023-10-16,86.62729211805555,1464.4129770416666
2023-10-17,39.16601704861111,1469.7439165833334
2023-10-18,71.21401350694445,1441.5589161979167
2023-10-19,54.193835347222226,1269.1478299444445
2023-10-20,34.191166215277775,1305.4887424131946
2023-10-21,28.64892253472222,1129.3452926388888
2023-10-22,17.65645760416667,1047.2692121493055
2023-10-23,33.39438784722222,1241.6239536145833
2023-10-24,45.69744677083334,1278.3409095416666
2023-10-25,32.7187871875,1241.1025049340278
2023-10-26,56.8521221875,1423.7479629722222
2023-10-27,41.50248548611111,1532.59709634375
2023-10-28,17.505189895833333,1349.6486434583335
2023-10-29,30.052040486111114,1136.6196935590278
2023-10-30,26.29124638888889,1261.5449802743055
2023-10-31,52.41572899305555,1344.6306602777777
2023-11-01,56.32135798611111,1320.9416633020835
2023-11-02,47.4619984375,1486.1415888680556
2023-11-03,57.02080656249999,1329.4593153055555
2023-11-04,36.87250378472223,1441.4554453333333
2023-11-05,54.067659722222224,1196.0505860555556
2023-11-06,59.336620520833335,1222.3128865243057
2023-11-07,53.475047187499996,1349.1910288020833
2023-11-08,91.48997194444445,1254.3311953090279
2023-11-09,75.58055083333333,1451.4675411597223
2023-11-10,66.62358829861111,1554.1344695555554
2023-11-11,86.11148697916667,1376.41719690625
2023-11-12,99.14475541666667,1272.761440013889
2023-11-13,63.406558368055556,1505.6563261944443
2023-11-14,89.85650940972222,1570.433765138889
2023-11-15,106.55512854166666,1403.4960774131944
2023-11-16,181.45130618055555,1257.1108498159722
2023-11-17,85.27990236111111,1368.9661023194444
2023-11-18,42.97426930555556,1361.27377009375
2023-11-19,67.32991597222222,1190.093353625
2023-11-20,109.69588083333333,1051.9532465902778
2023-11-21,99.66336409722221,1186.6572317708333
2023-11-22,79.0408625,991.5608388194445
2023-11-23,69.15163572916667,945.7555868611112
2023-11-24,67.90360256944444,1093.740843097222
2023-11-25,69.84171371527778,750.3602031736111
2023-11-26,53.58578711805555,854.6944006944445
2023-11-27,62.86722628472223,761.8567232743056
2023-11-28,72.57576704861111,706.3264667534722
2023-11-29,42.55744920138889,1171.6860476597221
2023-11-30,41.86527506944444,1260.3539555277778
2023-12-01,83.49101263888889,1008.1821205451389
2023-12-02,75.51874670138889,1247.6366305659722
2023-12-03,74.94301479166667,996.2304619722222
2023-12-04,90.24092277777778,1448.7908612881945
2023-12-05,106.31548479166666,1530.421997951389
2023-12-06,76.64183739583333,1615.0519250104167
2023-12-07,93.309474375,1616.277148079861
2023-12-08,66.4178196875,1648.6461891180556
2023-12-09,46.4225065625,1528.0260249687499
2023-12-10,21.005191979166668,1543.4342729965276
2023-12-11,69.01741899305556,1377.3922402986111
2023-12-12,78.00848614583333,1489.049131815972
2023-12-13,68.72955354166668,1643.6989039999999
2023-12-14,87.78211725694445,1554.089994503472
2023-12-15,101.37669680555555,1284.7836550520833
2023-12-16,88.51552927083333,1152.8073231145834
2023-12-17,99.00121715277777,1455.125613284722
2023-12-18,123.6819317013889,1583.1463836840278
2023-12-19,93.87813819444445,1584.959888517361
2023-12-20,97.81046805555555,1174.0086588576387
2023-12-21,107.85807746527777,924.3586384097222
2023-12-22,52.426827430555555,958.7876213680556
2023-12-23,62.50083645833334,1161.1211599756944
2023-12-24,47.193653749999996,1396.69598634375
2023-12-25,36.30107284722222,1006.2751670902778
2023-12-26,45.99185006944444,1044.062435923611
2023-12-27,71.86847930555555,1172.856499579861
2023-12-28,263.2873731597222,1323.6197674201387
2023-12-29,448.9630847222222,1410.5601529930555
2023-12-30,69.68501555555555,1026.0784386493056
2023-12-31,34.69018927083333,1255.2147277430556
2024-01-01,45.557229131944446,1304.1282150833333
2024-01-02,49.76929104166666,1289.0142263506943
2024-01-03,59.313045,1457.6335564722222
2024-01-04,70.21878246527778,1358.261031295139
2024-01-05,55.28605659722222,1365.6276513784721
2024-01-06,40.798438194444444,1451.1746547847224
2024-01-07,45.67344399305556,1322.714671357639
2024-01-08,93.13424600694445,1149.1323697326388
2024-01-09,100.75256809027778,1065.9167071284724
2024-01-10,108.30430444444444,1151.6566809791666
2024-01-11,78.9205096875,1232.1202293368056
2024-01-12,70.12702909722222,1581.5331955034721
2024-01-13,57.51924423611111,1372.2724824722222
2024-01-14,70.17515798611112,1316.2470139861111
2024-01-15,76.50010284722222,1188.6300845312498
2024-01-16,87.97531190972222,1242.0413480034722
2024-01-17,118.16786013888888,1282.339777059028
2024-01-18,216.42502711805557,983.8385434479167
2024-01-19,553.2529370486111,976.2201042986112
2024-01-20,130.57498086805558,998.1097528194446
2024-01-21,679.3247637152778,1349.1913275972222
2024-01-22,200.6719234375,1443.6424978993057
2024-01-23,78.88131496527778,1516.653419951389
2024-01-24,98.31858736111111,1436.4137796770833
2024-01-25,94.21876951388889,1397.89071984375
2024-01-26,149.00642083333332,1204.9317255590277
2024-01-27,491.2699644791667,1224.2910225034723
2024-01-28,215.24596229166667,831.4991711944444
2024-01-29,586.3375588194444,981.3734703680556
2024-01-30,136.1640930902778,989.5550844791667
2024-01-31,115.54287434027778,1164.9288525347222
2024-02-01,107.13796086805556,1276.630106920139
2024-02-02,149.39258531250002,1279.6175300798611
2024-02-03,95.56822447916666,1426.5941196111112
2024-02-04,105.70758677083333,1415.6418158055556
2024-02-05,156.62075118055554,1309.717292486111
2024-02-06,146.48813993055558,1221.6076701180555
2024-02-07,82.96308184027777,1194.61906765625
2024-02-08,82.44574718749999,1403.8874486354168
2024-02-09,81.30901621527778,1288.3037622777779
2024-02-10,44.069374861111115,1183.9441963194445
2024-02-11,44.42196979166667,1345.4836743020833
2024-02-12,88.8931660763889,1631.2865749826387
2024-02-13,77.50712118055554,1223.1532254444444
2024-02-14,101.61783715277778,913.6260387743055
2024-02-15,90.65997399305554,802.3775784409722
2024-02-16,79.37849972222222,911.4306847986112
2024-02-17,52.098581180555556,1225.876289138889
2024-02-18,56.641400624999996,1285.5149030555556
2024-02-19,72.64753322916667,1246.4911707986112
2024-02-20,117.83318722222222,1222.9746280625
2024-02-21,82.9098496875,1193.9011145520833
2024-02-22,111.85243083333333,1003.1698045243055
2024-02-23,318.37158729166663,901.7106106006945
2024-02-24,131.18893260416667,552.9282119270833
2024-02-25,73.0682867013889,855.7664238819444
2024-02-26,467.3532205208333,1187.2677475624998
2024-02-27,107.6082520486111,1170.5477556736112
2024-02-28,93.34023100694444,1366.2097181875001
2024-02-29,253.1556385416667,1362.8660046840278
2024-03-01,94.6463757638889,1439.5363462222222
2024-03-02,74.29234211805556,1343.7773592256945
2024-03-03,106.72609041666666,891.4436878993056
2024-03-04,95.89388000000001,956.1650074756944
2024-03-05,69.64593868055556,1408.6669742569445
2024-03-06,78.33926090277777,1549.601031392361
2024-03-07,84.18624017361111,1498.0125482881945
2024-03-08,99.51226395833334,1458.4070775868056
2024-03-09,65.6362292361111,1394.2555817847222
2024-03-10,63.08198697916666,1457.4939304618056
2024-03-11,85.41175510416666,1521.9591091006944
2024-03-12,68.80545163194444,1502.4491345104168
2024-03-13,77.8932942361111,1458.7936229930556
2024-03-14,87.9443414236111,1280.1639371111112
2024-03-15,72.61387486111111,1363.6880973090276
2024-03-16,59.57629305555555,1392.7185156736111
2024-03-17,60.90927965277778,1460.7821344479166
2024-03-18,74.476509375,1221.7628536631944
2024-03-19,74.12479131944445,1371.070420611111
2024-03-20,77.44577680555557,1292.4220145416666
2024-03-21,58.10231479166666,1226.02358125
2024-03-22,60.767375763888886,1175.0631844722222
2024-03-23,67.56868541666667,1023.3949310243056
2024-03-24,67.05711246527778,655.5278585208333
2024-03-25,78.25057934027778,573.37714934375
2024-03-26,101.12699840277779,626.131371125
2024-03-27,76.4771548263889,852.6588802013889
2024-03-28,65.53411864583333,1039.5055389270833
2024-03-29,52.69430784722223,1398.3490347638888
2024-03-30,49.67610725694445,1272.179154107639
2024-03-31,48.55937347222223,1294.78366509375
2024-04-01,53.44337711805556,1176.712148576389
2024-04-02,53.8524565625,1164.043397704861
2024-04-03,99.47412177083334,1212.1652789999998
2024-04-04,74.78502621527778,1020.1209201180557
2024-04-05,93.02222909722222,825.0537733194444
2024-04-06,111.86951451388889,599.3573580555556
2024-04-07,97.63222673611112,912.4103274375001
2024-04-08,96.04863597222223,1094.4794844097223
2024-04-09,70.22131232638888,1283.8883464756943
2024-04-10,43.30024538194445,1313.9345912256945
2024-04-11,69.18465055555555,1188.6084119444445
2024-04-12,70.87957847222222,1300.3446399444445
2024-04-13,78.081170625,1228.3112799826388
2024-04-14,82.75346229166666,1272.4277921875
2024-04-15,127.55315913194444,1271.71641878125
2024-04-16,123.18996302083332,1319.0569425069446
2024-04-17,110.2424563888889,1123.0852320729166
2024-04-18,103.06714975694445,1032.0426426527779
2024-04-19,75.00373572916666,1039.7567728402778
2024-04-20,82.62201756944444,794.4936375277778
2024-04-21,80.23600045138889,999.2800317881944
2024-04-22,78.34242829861111,1314.0901151319445
2024-04-23,71.55564586805556,1213.230865673611
2024-04-24,71.98749076388889,1122.8246796145834
2024-04-25,69.07321555555556,1029.600679142361
2024-04-26,105.33143625,1185.7863255416667
2024-04-27,78.39763892361111,1285.082242232639
2024-04-28,76.2890314236111,1166.063422527778
2024-04-29,95.188805,1407.4706771979168
2024-04-30,101.66546479166666,1202.4348784583335
2024-05-01,76.06001857638888,1051.8436750798612
2024-05-02,84.97774861111111,1294.7087565069444
2024-05-03,115.6841507638889,1180.984437513889
2024-05-04,95.5586067013889,1315.5566365729167
2024-05-05,101.10399111111111,1003.8807371736111
2024-05-06,70.11187381944444,984.1300092083334
2024-05-07,115.069529375,1131.25252503125
2024-05-08,104.36348392361111,1231.5980818576388
2024-05-09,109.25638510416667,1054.7625484548612
2024-05-10,101.54611309027777,1122.9723114583333
2024-05-11,88.90686833333334,975.7039088472224
2024-05-12,94.10875069444444,891.1799738402777
2024-05-13,79.86971125,986.0483332499999
2024-05-14,98.44020010416666,882.3914070555555
2024-05-15,98.13185767361111,1073.302267732639
2024-05-16,110.84622,1133.1849394305555
2024-05-17,69.94913593749999,1079.0348644305554
2024-05-18,20.904174166666664,960.8947778298611
2024-05-19,31.564904131944445,923.9297993090279
2024-05-20,88.23610965277777,1083.9485710555555
2024-05-21,94.01779381944444,1184.3282021527777
2024-05-22,141.35427916666666,1193.6612258298612
2024-05-23,139.83011770833335,1012.3037796493055
2024-05-24,125.64856222222222,1039.1350607256945
2024-05-25,93.23364493055556,1238.0557680868055
2024-05-26,80.42056812499999,1013.2073560937501
2024-05-27,96.27712881944444,1081.782804472222
2024-05-28,119.26594489583333,1231.4488565034724
2024-05-29,68.20904875000001,1329.9955141006944
2024-05-30,64.05370968749999,1208.7222706875
2024-05-31,96.07335423611111,898.5780528506943
2024-06-01,127.16730965277777,629.6609867916667
2024-06-02,81.98316055555556,924.1416046874999
2024-06-03,100.52085381944444,876.2641493229166
2024-06-04,132.42956607638888,872.2710768090278
2024-06-05,130.9625748611111,743.5243249305555
2024-06-06,95.86276309027778,723.8680178541667
2024-06-07,93.2951259375,865.7612442604167
2024-06-08,76.29304718750001,953.9719494826388
2024-06-09,74.6747817013889,928.4959247986111
2024-06-10,79.04841027777778,1113.9816989444444
2024-06-11,75.20019145833334,972.6348143194443
2024-06-12,74.32873305555556,1097.7426036423612
2024-06-13,129.41596659722222,939.719753173611
2024-06-14,169.23244159722222,857.1371778645834
2024-06-15,97.1427232986111,1033.6282987291665
2024-06-16,85.10907899305556,1083.77556771875
2024-06-17,138.96596475694443,1345.3272228402777
2024-06-18,167.81778166666666,1213.4029547430555
2024-06-19,195.19444399305556,1031.0176625902777
2024-06-20,278.41855944444444,794.6579503506945
2024-06-21,238.86341725694444,876.7380268402778
2024-06-22,208.96291010416667,951.9112012361111
2024-06-23,178.4058315277778,1053.5437881666667
2024-06-24,159.76790947916666,1102.3892640694444
2024-06-25,122.66974913194446,1032.522307496528
2024-06-26,98.48991652777778,734.3474263645834
2024-06-27,119.78272069444445,543.4950249722222
2024-06-28,81.28141725694445,806.1669254826388
2024-06-29,61.97147326388889,976.3482565
2024-06-30,67.06593541666666,981.6517209201388
2024-07-01,137.0211978125,575.7833847708333
2024-07-02,132.2757073263889,644.4014361770834
2024-07-03,112.24531979166666,1069.2217284895833
2024-07-04,131.6625134027778,1058.0035824340277
2024-07-05,139.5124578472222,1243.68505953125
2024-07-06,99.22643548611111,1306.464423875
2024-07-07,77.27594413194444,1337.6182203229166
2024-07-08,153.0912845138889,1074.3170684375
2024-07-09,149.25015930555554,957.6148087395834
2024-07-10,120.23268128472222,1077.532749392361
2024-07-11,104.93589791666666,1163.5816796180557
2024-07-12,115.81,1011.3636107847223
2024-07-13,95.4212725,1182.03062915625
2024-07-14,78.50009309027777,1157.726766201389
2024-07-15,87.56228548611111,1076.3660571875
2024-07-16,85.74074777777778,1216.32304215625
2024-07-17,128.8676782986111,1191.9560212083334
2024-07-18,124.48262989583334,1144.8519090069444
2024-07-19,81.75168864583333,1270.7556468020834
2024-07-20,46.69849555555555,1231.359349361111
2024-07-21,43.32008302083333,1269.116861951389
2024-07-22,81.8335109375,1404.4819378402779
2024-07-23,83.06229243055556,1187.8428384965277
2024-07-24,80.47509697916666,1349.2402257152778
2024-07-25,79.48104798611111,1100.4829296770833
2024-07-26,97.17866402777777,1101.864083513889
2024-07-27,124.4642478125,830.2064399722223
2024-07-28,109.06355302083334,1153.5611411354166
2024-07-29,228.69353569444445,1465.5990280104168
2024-07-30,320.51786621527776,1328.2165228333333
2024-07-31,240.71438982638887,1248.0526704340277
